# fsae control log — tag=mpc_standalone
# t0_epoch_s=1786568961.4789  (t column is seconds since this instant)
# frame=global ENU (x east, y north, yaw right-handed, 0=+x); e_y/e_psi are front-axle Frenet errors vs the path, +ve = left/CCW
# score: fsae_control.scoring, verbatim copy of fsae_MPCTest/sim/scoring.py — lower is better
# score_is_partial=0  (1 = time_bonus/offtrack unavailable live; weighted-metric component is still directly comparable to an offline score)
# ── run configuration (enough to reproduce this exact run) ──
# controller=mpc_standalone
# use_nmpc=0
# launch.map_path='/home/Formula-Student-Driverless-Simulator/ros2/src/fsae_planning/tracks/comp_test_map_3/speed_profile.csv'
# launch.path_map_path='/home/Formula-Student-Driverless-Simulator/ros2/src/fsae_planning/tracks/comp_test_map_3/raceline.csv'
# launch.use_precomputed_heading_profile=True
# launch.enable_dynamic_speed_cap=False
# launch.dynamic_cap_a_lat_max=3.2
# launch.dynamic_cap_safety=0.9
# launch.v_max=18.0
# launch.v_min=1.5
# mpc_params.q_e_y=6.35
# mpc_params.q_e_yd=0.5
# mpc_params.q_e_psi=2.0
# mpc_params.q_r=1.0
# mpc_params.q_e_v=5.35
# mpc_params.r_delta=1.8
# mpc_params.r_a_accel=2.5
# mpc_params.r_a_brake=0.5
# mpc_params.r_rate_delta=2.0
# mpc_params.r_rate_a=2.35
# mpc_params.terminal_q_scale=1.0
# mpc_params.adaptive_q_scaling_enabled=False
# mpc_params.steer_rate_anti_hunt_enabled=True
# mpc_params.adaptive_r_rate_enable_in_corners=True
# mpc_params.delay_compensation_enabled=True
# mpc_params.ref_heading_rate_limit_enabled=False
# mpc_params.ref_heading_rise_rate_deg_s=90.0
# mpc_params.max_delay_compensation_steps=3
# mpc_params.predict_epsi_clip=0.5
# mpc_params.pose_age_lp_alpha=0.15
# mpc_params.n_delay_hysteresis=0.25
# mpc_params.adaptive_r_rate_during_floor=0.625
# mpc_params.anti_hunt_boost_max=6.0
# mpc_params.corner_factor_k=8.0
# mpc_params.q_ey_straight=4.5
# mpc_params.q_ey_corner=9.0
# mpc_params.q_epsi_straight=1.5
# mpc_params.q_epsi_corner=3.0
# mpc_params.q_r_straight=1.0
# mpc_params.q_r_corner=0.5
# mpc_params.rrate_steer_straight=2.0
# mpc_params.rrate_steer_corner=1.25
# mpc_params.r_steer_corner_mid=1.35
# mpc_params.low_speed_corner_boost_v_half=4.0
# mpc_params.low_speed_corner_boost_max_extra=0.3
# mpc_params.epsi_ra_half_rad=0.17453292519943295
# mpc_params.epsi_ra_accel_boost_max=2.0
# mpc_params.epsi_ra_brake_floor=0.5
# mpc_params.nmpc_q_e_y=-1.0
# mpc_params.nmpc_q_e_yd=-1.0
# mpc_params.nmpc_q_e_psi=-1.0
# mpc_params.nmpc_q_epsi_dot=-1.0
# mpc_params.nmpc_q_e_v=-1.0
# mpc_params.nmpc_r_delta=-1.0
# mpc_params.nmpc_r_a_accel=-1.0
# mpc_params.nmpc_r_a_brake=-1.0
# mpc_params.nmpc_r_rate_delta=-1.0
# mpc_params.nmpc_r_rate_a=-1.0
# mpc_params.nmpc_terminal_scale=-1.0
# lap_time_s=54.7168
# optimal_time_s=45.4600  (ds/v_target integral over the precomputed speed profile, scaled by progress -- see LapProgressTracker)
# composite_score=0.694870
# n_steps=1147
# rmse=0.454972
# peak_lateral_error_m=1.635958
# speed_rmse_mps=3.308505
# yaw_rms_radps=0.492049
# max_yaw_rate_radps=1.702515
# control_smooth_rms=0.197785
# jerk_rms=0.225066
# steer_rms=0.184021
# accel_rms_mps2=1.855325
# max_steering_rad=0.436332
# max_accel_mps2=12.000000
# steering_sat_ratio=0.064516
# steering_reversal_rms=0.072696
# steering_reversal_rate=0.260680
# steering_reversals=299
# inaccurate_count=0
t,car_x,car_y,car_yaw,v_actual,v_desired,steer_deg,e_y,e_psi_deg,yaw_rate,delta_cmd,a_cmd,solver_failed,inaccurate,pose_age_s,path_age_s,n_delay,solve_ms,cmd_latency_ms,kappa,kappa_max_abs,kappa_growth_rate,kappa_max_abs_effective,corner_demand,demand_frac,alat_ceiling,uturn_severity,last_peak_kappa,dist_since_peak,m_Q_ey_approach,m_Q_ey_straight,m_Q_ey_uturn,m_Q_ey_soften,m_Q_epsi_approach,m_Q_epsi_exit,m_Q_epsi_straight,m_Q_epsi_uturn,m_Q_r_relax,m_Q_r_straight,m_Q_r_uturn,m_R_speed,m_R_straight,m_R_steer_relax,m_Rrate_corner,m_Rrate_antihunt,m_Rrate_lowspeed,Q_ey_eff,Q_epsi_eff,Q_r_eff,R_steer_eff,Rrate_steer_eff,R_a_accel_eff,R_a_brake_eff,kappa_horizon_end,w_epsi_sum,nmpc_iters,nmpc_status,nmpc_cost,nmpc_s0,nmpc_kappa_horizon_end,nmpc_pred_ey_end,nmpc_pred_epsi_end,nmpc_pred_ey_max_abs
28.6114,-3.8750,81.1439,2.51690,15.555,13.243,-2.822,0.2400,-3.971,0.1552,-0.049253,-0.2847,0,0,0.0469,0.0000,1,8.185,8.949,0.00435,,,,,,,,,,,,,1.00000,,,,,,,,2.08247,,,0.98712,1.26394,,4.66064,1.55355,0.98215,3.66283,1.97323,3.05837,0.44416,,,,,,,,,,
28.6722,-4.6396,81.7104,2.51865,15.298,12.888,6.178,0.2230,-4.106,-0.0161,0.107827,-0.2666,0,0,0.0481,0.0000,1,11.429,12.373,0.00537,,,,,,,,,,,,,1.00000,,,,,,,,2.07743,,,0.98413,1.22461,,4.69703,1.56568,0.97811,3.63476,1.96716,3.24346,0.42565,,,,,,,,,,
28.7156,-4.9992,81.9716,2.51870,15.170,12.706,-2.822,0.2173,-4.225,0.0020,-0.049253,-0.3335,0,0,0.0587,0.0000,1,9.536,10.363,0.00488,,,,,,,,,,,,,1.00000,,,,,,,,2.07486,,,0.98557,1.25899,,4.67967,1.55989,0.98004,3.63954,1.97006,3.13490,0.43651,,,,,,,,,,
28.7674,-5.7321,82.4995,2.51905,14.873,12.335,6.178,0.2068,-4.461,-0.0151,0.107827,-0.2739,0,0,0.0514,0.0000,1,12.422,14.226,0.00590,,,,,,,,,,,,,1.00000,,,,,,,,2.06883,,,0.98261,1.23672,,4.71575,1.57192,0.97603,3.61007,1.96404,3.28343,0.42166,,,,,,,,,,
28.8148,-6.3875,82.9792,2.51643,14.596,12.145,-1.629,0.1857,-4.890,-0.0236,-0.028432,-0.1602,0,0,0.0329,0.0000,1,10.769,12.176,0.00692,,,,,,,,,,,,,1.00000,,,,,,,,2.06303,,,0.97966,1.26007,,4.75132,1.58377,0.97208,3.58146,1.95811,3.22892,0.42711,,,,,,,,,,
28.8656,-6.7733,83.2667,2.51327,14.438,11.951,7.371,0.1662,-5.222,-0.1024,0.128647,-0.1714,0,0,0.0556,0.0000,1,12.228,13.151,0.00807,,,,,,,,,,,,,1.00000,,,,,,,,2.05964,,,0.97636,1.25684,,4.79064,1.59688,0.96771,3.55510,1.95156,3.36840,0.41316,,,,,,,,,,
28.9152,-7.4394,83.7462,2.51184,14.152,11.555,-1.361,0.1464,-5.643,0.0008,-0.023758,-0.1015,0,0,0.0425,0.0000,1,12.114,12.779,0.00974,,,,,,,,,,,,,1.00000,,,,,,,,2.05339,,,0.97161,1.30159,,4.84674,1.61558,0.96147,3.51533,1.94221,3.28954,0.42105,,,,,,,,,,
28.9692,-7.8153,84.0226,2.51062,14.000,11.351,7.639,0.1281,-5.909,-0.0449,0.133322,-0.1515,0,0,0.0654,0.0000,1,12.535,16.494,0.01166,,,,,,,,,,,,,1.00000,,,,,,,,2.04999,,,0.96620,1.31730,,4.90954,1.63651,0.95450,3.47703,1.93174,3.41639,0.40836,,,,,,,,,,
29.0173,-8.4259,84.4706,2.50842,13.743,10.934,0.601,0.0947,-6.254,-0.0135,0.010485,-0.1554,0,0,0.0527,0.0000,1,11.872,15.411,0.01230,,,,,,,,,,,,,1.00000,,,,,,,,2.04414,,,0.96442,1.45519,,4.93027,1.64342,0.95219,3.45671,1.92829,3.35312,0.41469,,,,,,,,,,
29.0617,-9.0682,84.9496,2.50521,13.467,10.722,9.601,0.0477,-6.967,-0.0612,0.167564,-0.1122,0,0,0.0413,0.0000,1,8.429,9.146,0.01513,,,,,,,,,,,,,1.00000,,,,,,,,2.03768,,,0.95658,1.41604,,5.01931,1.67310,0.94230,3.40035,1.91345,3.49370,0.40063,,,,,,,,,,
29.1182,-9.7183,85.4170,2.50712,13.202,10.285,1.609,0.0116,-7.536,0.0793,0.028085,-0.0748,0,0,0.0373,0.0000,1,8.292,13.292,0.02355,,,,,,,,,,,,,1.00000,,,,,,,,2.03129,,,0.93402,1.22222,,5.26310,1.75437,0.91521,3.26522,1.87282,3.43477,0.40652,,,,,,,,,,
29.1658,-10.0103,85.6269,2.50913,13.084,10.059,10.609,-0.0078,-7.421,0.0694,0.185164,-0.2048,0,0,0.0513,0.0000,1,12.441,13.319,0.02355,,,,,,,,,,,,,1.00000,,,,,,,,2.02841,,,0.93402,1.16222,,5.26345,1.75448,0.91517,3.26074,1.87276,3.49088,0.40091,,,,,,,,,,
29.2202,-10.6696,86.0844,2.51930,12.824,9.591,1.609,-0.0385,-7.662,0.2610,0.028085,-0.2776,0,0,0.0470,0.0000,1,16.593,17.619,0.03666,,,,,,,,,,,,,1.00000,,,,,,,,2.02188,,,0.90091,1.11644,,5.59328,1.86443,0.87852,3.08318,1.81779,3.39690,0.41031,,,,,,,,,,
29.2709,-11.2381,86.4748,2.53116,12.596,9.347,10.609,-0.0671,-8.237,0.1952,0.185164,-0.3562,0,0,0.0362,0.0000,1,17.411,18.314,0.04920,,,,,,,,,,,,,1.00000,,,,,,,,2.01602,,,0.87138,1.06076,,5.86287,1.95429,0.84857,2.93866,1.77286,3.53822,0.39618,,,,,,,,,,
29.3152,-11.5820,86.7026,2.54004,12.467,9.098,3.508,-0.0820,-8.602,0.3201,0.061225,-0.5448,0,0,0.0590,0.0000,1,11.946,12.760,0.05497,,,,,,,,,,,,,1.00000,,,,,,,,2.01265,,,0.85843,1.05815,,5.97471,1.99157,0.83614,2.87795,1.75422,3.47796,0.40220,,,,,,,,,,
29.3641,-12.1493,87.0668,2.55785,12.247,8.838,12.508,-0.1116,-8.618,0.2578,0.218305,-0.6889,0,0,0.0458,0.0000,1,10.046,11.434,0.06261,,,,,,,,,,,,,1.00000,,,,,,,,2.00676,,,0.84188,1.04063,,6.11262,2.03754,0.82082,2.80150,1.73123,3.54200,0.39580,,,,,,,,,,
29.4145,-12.4928,87.2793,2.57010,12.108,8.570,3.508,-0.1277,-9.117,0.4201,0.061225,-0.8983,0,0,0.0689,0.0000,1,10.973,11.939,0.06960,,,,,,,,,,,,,1.00000,,,,,,,,2.00297,,,0.82728,1.03881,,6.22929,2.07643,0.80786,2.73865,1.71179,3.48505,0.40149,,,,,,,,,,
29.4746,-13.0684,87.6191,2.59382,11.873,8.023,12.508,-0.1596,-9.128,0.3177,0.218305,-1.0635,0,0,0.0543,0.0000,1,21.366,22.153,0.07750,,,,,,,,,,,,,1.00000,,,,,,,,1.99645,,,0.81136,1.02709,,6.35244,2.11748,0.79417,2.67002,1.69126,3.56799,0.39320,,,,,,,,,,
29.5126,-13.6949,87.9628,2.62419,11.601,7.757,8.903,-0.1904,-10.663,0.4316,0.155383,-1.1617,0,0,0.0368,0.0000,1,8.425,10.035,0.09213,,,,,,,,,,,,,1.00000,,,,,,,,1.98865,,,0.78345,1.01985,,6.55632,2.18544,0.77152,2.56075,1.65728,3.61172,0.38883,,,,,,,,,,
29.5692,-14.0325,88.1402,2.64159,11.434,7.503,13.811,-0.2121,-11.579,0.5117,0.241044,-1.3416,0,0,0.0602,0.0000,1,15.466,16.409,0.09944,,,,,,,,,,,,,1.00000,,,,,,,,1.98375,,,0.77022,1.01550,,6.64882,2.21627,0.76124,2.51031,1.64186,3.68485,0.38151,,,,,,,,,,
29.6158,-14.6363,88.4409,2.67321,11.129,7.062,10.986,-0.2709,-11.866,0.4204,0.191734,-1.4222,0,0,0.0423,0.0000,1,12.287,13.207,0.10640,,,,,,,,,,,,,1.00000,,,,,,,,1.97458,,,0.75804,1.01282,,6.73325,2.24442,0.75186,2.46033,1.62779,3.67800,0.38220,,,,,,,,,,
29.6673,-14.9691,88.5925,2.69190,10.959,7.062,15.783,-0.2998,-13.080,0.5550,0.275472,-1.5792,0,0,0.0663,0.0000,1,13.943,14.907,0.11367,,,,,,,,,,,,,1.00000,,,,,,,,1.96932,,,0.74571,1.00989,,6.81510,2.27170,0.74277,2.41564,1.61415,3.75551,0.37445,,,,,,,,,,
29.7117,-15.5547,88.8373,2.72645,10.615,6.746,14.114,-0.3641,-13.567,0.4107,0.246336,-1.5812,0,0,0.0470,0.0000,1,8.149,9.014,0.11908,,,,,,,,,,,,,1.00000,,,,,,,,1.95831,,,0.73678,1.00821,,6.87573,2.29191,0.73603,2.37671,1.60405,3.76770,0.37323,,,,,,,,,,
29.7678,-16.1901,89.0706,2.76719,10.201,6.641,19.373,-0.4325,-15.586,0.7243,0.338119,-1.4139,0,0,0.0361,0.0000,1,12.156,15.028,0.12321,,,,,,,,,,,,,1.00000,,,,,,,,1.94446,,,0.73012,1.00603,,6.92255,2.30752,0.73083,2.34257,1.59624,3.86156,0.36384,,,,,,,,,,
29.8158,-16.7627,89.2540,2.80702,9.772,6.510,13.173,-0.5168,-13.304,0.7071,0.229914,-1.1202,0,0,0.0299,0.0000,1,11.667,13.127,0.12038,,,,,,,,,,,,,1.00000,,,,,,,,1.92938,,,0.73468,1.00699,,6.89999,2.30000,0.73333,2.34068,1.60000,3.69694,0.38031,,,,,,,,,,
29.8634,-17.0433,89.3341,2.82743,9.550,6.437,17.027,-0.5520,-12.134,0.7913,0.297182,-0.9928,0,0,0.0472,0.0000,1,9.676,10.897,0.12067,,,,,,,,,,,,,1.00000,,,,,,,,1.92123,,,0.73421,1.00712,,6.90608,2.30203,0.73266,2.33099,1.59899,3.64194,0.38581,,,,,,,,,,
29.9189,-17.5632,89.4659,2.86645,9.100,6.242,25.000,-0.6421,-20.214,0.6367,0.436332,-0.6760,0,0,0.0390,0.0000,1,14.161,16.282,0.12044,,,,,,,,,,,,,1.00000,,,,,,,,1.90396,,,0.73459,1.00335,,6.91046,2.30349,0.73217,2.31450,1.59826,4.05657,0.34434,,,,,,,,,,
29.9633,-17.8531,89.5276,2.88910,8.880,5.821,22.947,-0.7010,-18.917,0.9256,0.400507,-0.5647,0,0,0.0537,0.0000,1,9.965,10.756,0.12044,,,,,,,,,,,,,1.00000,,,,,,,,1.89514,,,0.73459,1.00370,,6.91391,2.30464,0.73179,2.30555,1.59768,3.95859,0.35414,,,,,,,,,,
30.0155,-18.3430,89.6140,2.92932,8.497,5.543,25.000,-0.7884,-19.720,0.7279,0.436332,-0.3373,0,0,0.0457,0.0000,1,12.201,13.015,0.12101,,,,,,,,,,,,,1.00000,,,,,,,,1.87919,,,0.73366,1.00314,,6.92605,2.30868,0.73044,2.28675,1.59566,4.00206,0.34979,,,,,,,,,,
30.0615,-18.8178,89.6745,2.97142,8.139,5.155,25.000,-0.8726,-20.375,0.5795,0.436332,-0.0894,0,0,0.0306,0.0000,1,8.319,9.025,0.12277,,,,,,,,,,,,,1.00000,,,,,,,,1.86346,,,0.73082,1.00275,,6.95021,2.31674,0.72775,2.26294,1.59163,4.02690,0.34731,,,,,,,,,,
30.1227,-19.0813,89.6970,2.99681,7.962,4.797,25.000,-0.9115,-21.975,0.7970,0.436332,-0.1176,0,0,0.0562,0.0000,1,18.295,20.166,0.12661,,,,,,,,,,,,,1.00000,,,,,,,,1.85538,,,0.72472,1.00239,,6.99158,2.33053,0.72316,2.23803,1.58474,4.07381,0.34262,,,,,,,,,,
30.1830,-19.5192,89.7169,3.04266,7.688,4.629,25.000,-0.9800,-22.411,0.6010,0.436332,-0.1188,0,0,0.0446,0.0000,1,26.119,27.343,0.13300,,,,,,,,,,,,,1.00000,,,,,,,,1.84249,,,0.71479,1.00207,,7.05795,2.35265,0.71578,2.19867,1.57368,4.09683,0.34032,,,,,,,,,,
30.2310,-19.7706,89.7163,3.07156,7.516,4.353,25.000,-1.0242,-20.756,0.9247,0.436332,-0.2196,0,0,0.0708,0.0000,1,17.321,24.285,0.13300,,,,,,,,,,,,,1.00000,,,,,,,,1.83410,,,0.71479,1.00223,,7.06151,2.35384,0.71539,2.19061,1.57308,4.02753,0.34725,,,,,,,,,,
30.2632,-20.1852,89.6988,3.12098,7.299,4.202,25.000,-1.0797,-21.015,0.6293,0.436332,-0.3130,0,0,0.0455,0.0000,1,9.225,9.996,0.13211,,,,,,,,,,,,,1.00000,,,,,,,,1.82325,,,0.71616,1.00207,,7.05783,2.35261,0.71580,2.18377,1.57370,4.05117,0.34488,,,,,,,,,,
30.3139,-20.6601,89.6511,-3.10103,7.050,4.030,25.000,-1.1375,-20.664,1.2575,0.436332,-0.3593,0,0,0.0333,0.0000,1,8.947,11.298,0.12164,,,,,,,,,,,,,1.00000,,,,,,,,1.81037,,,0.73264,1.00224,,6.96037,2.32012,0.72663,2.21511,1.58994,4.01795,0.34821,,,,,,,,,,
30.3627,-20.8387,89.6267,-3.07815,7.040,3.777,25.000,-1.1636,-19.354,0.6358,0.436332,-0.6459,0,0,0.0515,0.0000,1,9.325,10.183,0.12164,,,,,,,,,,,,,1.00000,,,,,,,,1.80981,,,0.73264,1.00230,,6.96060,2.32020,0.72660,2.21455,1.58990,3.99084,0.35092,,,,,,,,,,
30.4106,-21.2790,89.5449,-3.01873,6.831,3.753,25.000,-1.2111,-19.233,1.1006,0.436332,-0.8162,0,0,0.0426,0.0000,1,7.106,7.843,0.11193,,,,,,,,,,,,,1.00000,,,,,,,,1.79856,,,0.74862,1.00246,,6.86146,2.28715,0.73762,2.24695,1.60642,3.97030,0.35297,,,,,,,,,,
30.4719,-21.6575,89.4523,-2.96676,6.599,3.653,25.000,-1.2470,-19.627,0.9060,0.436332,-0.8903,0,0,0.0362,0.0000,1,18.113,19.197,0.10252,,,,,,,,,,,,,1.00000,,,,,,,,1.78567,,,0.76478,1.00248,,6.75727,2.25242,0.74919,2.27909,1.62379,3.99879,0.35012,,,,,,,,,,
30.5155,-21.8532,89.3956,-2.93726,6.421,3.487,25.000,-1.2682,-17.937,1.1828,0.436332,-0.9669,0,0,0.0512,0.0000,1,11.408,12.976,0.10252,,,,,,,,,,,,,1.00000,,,,,,,,1.77542,,,0.76478,1.00276,,6.76119,2.25373,0.74876,2.26829,1.62313,3.91805,0.35819,,,,,,,,,,
30.5733,-22.2009,89.2787,-2.88498,6.172,3.519,25.000,-1.2934,-18.195,0.8743,0.436332,-0.9458,0,0,0.0398,0.0000,1,19.093,20.675,0.09302,,,,,,,,,,,,,1.00000,,,,,,,,1.76057,,,0.78183,1.00282,,6.64646,2.21549,0.76150,2.30137,1.64226,3.94837,0.35516,,,,,,,,,,
30.6126,-22.3917,89.2039,-2.85723,6.119,3.398,25.000,-1.3084,-16.605,1.0316,0.436332,-1.0851,0,0,0.0537,0.0000,1,8.765,9.913,0.09302,,,,,,,,,,,,,1.00000,,,,,,,,1.75734,,,0.78183,1.00314,,6.64765,2.21588,0.76137,2.29785,1.64206,3.86688,0.36331,,,,,,,,,,
30.6726,-22.7181,89.0605,-2.80500,5.835,3.470,25.000,-1.3218,-16.630,0.7586,0.436332,-1.0278,0,0,0.0441,0.0000,1,15.497,19.334,0.08441,,,,,,,,,,,,,1.00000,,,,,,,,1.73956,,,0.79793,1.00329,,6.53524,2.17841,0.77386,2.32561,1.66079,3.88748,0.36125,,,,,,,,,,
30.7134,-22.8862,88.9769,-2.77458,5.603,3.402,25.000,-1.3145,-17.673,1.1680,0.436332,-0.9181,0,0,0.0536,0.0000,1,9.842,10.833,0.07442,,,,,,,,,,,,,1.00000,,,,,,,,1.72432,,,0.81749,1.00347,,6.38915,2.12972,0.79009,2.36752,1.68514,3.92676,0.35732,,,,,,,,,,
30.7697,-23.1713,88.8194,-2.72270,5.346,3.596,25.000,-1.3216,-14.701,0.7490,0.436332,-0.7154,0,0,0.0349,0.0000,1,15.215,17.014,0.07442,,,,,,,,,,,,,1.00000,,,,,,,,1.70675,,,0.81749,1.00415,,6.39492,2.13164,0.78945,2.34696,1.68418,3.79819,0.37018,,,,,,,,,,
30.8228,-23.3226,88.7256,-2.69541,5.303,3.559,25.000,-1.3076,-15.696,0.9439,0.436332,-0.7108,0,0,0.0560,0.0000,1,14.834,15.638,0.06481,,,,,,,,,,,,,1.00000,,,,,,,,1.70377,,,0.83722,1.00438,,6.23470,2.07823,0.80726,2.40498,1.71088,3.84590,0.36541,,,,,,,,,,
30.8691,-23.5838,88.5473,-2.64195,5.008,3.802,25.000,-1.2956,-12.633,0.8327,0.436332,-0.4640,0,0,0.0444,0.0000,1,11.476,13.475,0.06481,,,,,,,,,,,,,1.00000,,,,,,,,1.68238,,,0.83722,1.00558,,6.24120,2.08040,0.80653,2.37890,1.70980,3.67361,0.38264,,,,,,,,,,
30.9190,-23.7116,88.4503,-2.61173,4.772,3.867,25.000,-1.2698,-13.233,1.1298,0.436332,-0.1209,0,0,0.0541,0.0000,1,15.698,16.536,0.05773,,,,,,,,,,,,,1.00000,,,,,,,,1.66450,,,0.85237,1.00595,,6.11623,2.03874,0.82042,2.40488,1.73063,3.70949,0.37905,,,,,,,,,,
30.9628,-23.9217,88.2712,-2.55954,4.453,4.192,25.000,-1.2364,-10.243,0.8242,0.436332,0.2209,0,0,0.0439,0.0000,1,9.433,10.238,0.05773,,,,,,,,,,,,,1.00000,,,,,,,,1.63898,,,0.85237,1.00789,,6.12358,2.04119,0.81960,2.37284,1.72940,3.51037,0.39896,,,,,,,,,,
31.0132,-24.0249,88.1692,-2.52876,4.284,4.383,25.000,-1.2057,-8.479,1.2248,0.436332,0.4187,0,0,0.0585,0.0000,1,9.804,10.463,0.05773,,,,,,,,,,,,,1.00000,,,,,,,,1.62488,,,0.85237,1.01025,,6.12768,2.04256,0.81915,2.35518,1.72872,3.31728,0.41827,,,,,,,,,,
31.0639,-24.1871,87.9858,-2.46967,4.051,4.559,25.000,-1.1300,-7.190,1.0544,0.436332,0.6529,0,0,0.0459,0.0000,1,8.319,9.418,0.05865,,,,,,,,,,,,,1.00000,,,,,,,,1.60458,,,0.85037,1.01259,,6.15133,2.05044,0.81652,2.32376,1.72478,3.19184,0.43082,,,,,,,,,,
31.1118,-24.2682,87.8800,-2.43371,3.970,4.909,25.000,-1.0827,-5.129,1.1354,0.436332,0.8180,0,0,0.0596,0.0000,1,8.495,9.380,0.05865,,,,,,,,,,,,,1.00000,,,,,,,,1.59727,,,0.85037,1.01959,,6.15352,2.05117,0.81628,2.31470,1.72441,2.87573,0.46243,,,,,,,,,,
31.1611,-24.4137,87.6616,-2.35778,3.927,5.259,25.000,-0.9636,-2.620,1.1742,0.436332,0.9548,0,0,0.0490,0.0000,1,7.755,8.484,0.05772,,,,,,,,,,,,,1.00000,,,,,,,,1.59340,,,0.85240,1.02959,,6.13669,2.04556,0.81815,2.31596,1.72722,2.67172,0.48283,,,,,,,,,,
31.2114,-24.5346,87.4452,-2.28375,4.016,5.609,16.131,-0.8430,1.622,0.9572,0.281545,0.9008,0,0,0.0300,0.0000,1,8.036,8.845,0.05772,,,,,,,,,,,,,1.00000,,,,,,,,1.60148,,,0.85240,1.01499,,6.13429,2.04476,0.81841,2.32604,1.72762,3.32342,0.41766,,,,,,,,,,
31.2612,-24.5959,87.3191,-2.24186,4.095,5.959,11.372,-0.7672,4.022,1.2418,0.198475,0.8769,0,0,0.0547,0.0000,1,7.601,8.650,0.05772,,,,,,,,,,,,,1.00000,,,,,,,,1.60843,,,0.85240,1.01288,,6.13224,2.04408,0.81864,2.33471,1.72796,3.52822,0.39718,,,,,,,,,,
31.3115,-24.6949,87.0824,-2.16563,4.287,6.309,2.372,-0.6139,6.763,0.9750,0.041395,0.7912,0,0,0.0343,0.0000,1,7.737,8.935,0.05611,,,,,,,,,,,,,1.00000,,,,,,,,1.62511,,,0.85592,1.01347,,6.09602,2.03201,0.82266,2.36652,1.73400,3.69601,0.38040,,,,,,,,,,
31.3620,-24.7493,86.9407,-2.12328,4.465,6.659,-1.920,-0.5260,9.190,1.1874,-0.033516,0.7252,0,0,0.0575,0.0000,1,8.335,9.152,0.05611,,,,,,,,,,,,,1.00000,,,,,,,,1.63996,,,0.85592,1.01362,,6.09178,2.03059,0.82314,2.38528,1.73470,3.80972,0.36903,,,,,,,,,,
31.4112,-24.8516,86.6716,-2.05366,4.781,7.009,-10.020,-0.3621,11.632,0.8422,-0.174886,0.5736,0,0,0.0333,0.0000,1,7.814,8.649,0.05431,,,,,,,,,,,,,1.00000,,,,,,,,1.66518,,,0.85989,1.01852,,6.04934,2.01645,0.82785,2.43016,1.74178,3.89636,0.36036,,,,,,,,,,
31.4610,-24.9116,86.5178,-2.02118,4.926,7.359,-10.665,-0.2812,13.493,0.8533,-0.186146,0.5518,0,0,0.0551,0.0000,1,7.537,8.315,0.05431,,,,,,,,,,,,,1.00000,,,,,,,,1.67626,,,0.85989,1.02246,,6.04631,2.01544,0.82819,2.44435,1.74228,3.94387,0.35561,,,,,,,,,,
31.5136,-25.0326,86.2269,-1.97479,5.126,7.709,-15.723,-0.1392,14.617,0.5299,-0.274424,0.5290,0,0,0.0358,0.0000,1,9.438,10.962,0.05346,,,,,,,,,,,,,1.00000,,,,,,,,1.69110,,,0.86179,1.04894,,6.02523,2.00841,0.83053,2.46983,1.74580,3.96359,0.35364,,,,,,,,,,
31.5627,-25.1041,86.0690,-1.95844,5.189,8.059,-15.254,-0.0795,15.553,0.4859,-0.266236,0.6223,0,0,0.0580,0.0000,1,9.447,10.231,0.05346,,,,,,,,,,,,,1.00000,,,,,,,,1.69565,,,0.86179,1.09173,,6.02402,2.00801,0.83066,2.47569,1.74600,3.97634,0.35237,,,,,,,,,,
31.6129,-25.2431,85.7795,-1.94301,5.267,8.409,-16.089,0.0189,14.932,0.1241,-0.280801,0.7437,0,0,0.0311,0.0000,1,8.001,10.421,0.05235,,,,,,,,,,,,,1.00000,,,,,,,,1.70119,,,0.86427,1.06412,,6.00029,2.00010,0.83330,2.49132,1.74995,3.92607,0.35739,,,,,,,,,,
31.6635,-25.3238,85.6212,-1.94287,5.301,8.759,-16.032,0.0566,14.940,0.0037,-0.279817,0.9112,0,0,0.0518,0.0000,1,9.864,10.800,0.05235,,,,,,,,,,,,,1.00000,,,,,,,,1.70364,,,0.86427,1.04775,,5.99965,1.99988,0.83337,2.49450,1.75006,3.91286,0.35871,,,,,,,,,,
31.7135,-25.4072,85.4642,-1.94832,5.304,9.109,-15.842,0.0877,14.628,-0.1849,-0.276499,1.1234,0,0,0.0632,0.0000,1,8.400,10.770,0.05235,,,,,,,,,,,,,1.00000,,,,,,,,1.70383,,,0.86427,1.04074,,5.99960,1.99987,0.83338,2.49476,1.75007,3.88633,0.36137,,,,,,,,,,
31.7621,-25.5740,85.1714,-1.97283,5.328,9.459,-11.161,0.1262,11.758,-0.4396,-0.194797,1.3595,0,0,0.0494,0.0000,1,8.815,9.595,0.05194,,,,,,,,,,,,,1.00000,,,,,,,,1.70548,,,0.86518,1.04472,,5.99095,1.99698,0.83434,2.50003,1.75151,3.70673,0.37933,,,,,,,,,,
31.8111,-25.6694,85.0178,-1.99247,5.390,9.805,-11.665,0.1317,10.633,-0.7031,-0.203591,1.5680,0,0,0.0629,0.0000,1,7.849,8.592,0.05194,,,,,,,,,,,,,1.00000,,,,,,,,1.70984,,,0.86518,1.04739,,5.98982,1.99661,0.83446,2.50572,1.75170,3.63431,0.38657,,,,,,,,,,
