# fsae control log — tag=stanley
# t0_epoch_s=1786481627.9241  (t column is seconds since this instant)
# frame=global ENU (x east, y north, yaw right-handed, 0=+x); e_y/e_psi are front-axle Frenet errors vs the path, +ve = left/CCW
# score: fsae_control.scoring, verbatim copy of fsae_MPCTest/sim/scoring.py — lower is better
# score_is_partial=0  (1 = time_bonus/offtrack unavailable live; weighted-metric component is still directly comparable to an offline score)
# lap_time_s=53.0998
# optimal_time_s=45.4600  (ds/v_target integral over the precomputed speed profile, scaled by progress -- see LapProgressTracker)
# composite_score=0.302614
# n_steps=1206
# rmse=0.138014
# peak_lateral_error_m=0.410403
# speed_rmse_mps=2.504506
# yaw_rms_radps=0.437304
# max_yaw_rate_radps=1.535486
# control_smooth_rms=0.034204
# jerk_rms=0.057833
# steer_rms=0.118301
# accel_rms_mps2=0.000000
# max_steering_rad=0.436332
# max_accel_mps2=0.000000
# steering_sat_ratio=0.003317
# steering_reversal_rms=0.002916
# steering_reversal_rate=0.003317
# steering_reversals=4
# inaccurate_count=0
t,car_x,car_y,car_yaw,v_actual,v_desired,steer_deg,e_y,e_psi_deg,yaw_rate,delta_cmd,a_cmd,solver_failed,inaccurate,pose_age_s,path_age_s,n_delay,solve_ms,cmd_latency_ms,kappa,kappa_max_abs,corner_demand,demand_frac,alat_ceiling,uturn_severity,last_peak_kappa,dist_since_peak,m_Q_ey_approach,m_Q_ey_straight,m_Q_ey_uturn,m_Q_ey_soften,m_Q_epsi_approach,m_Q_epsi_exit,m_Q_epsi_straight,m_Q_epsi_uturn,m_Q_r_relax,m_Q_r_straight,m_Q_r_uturn,m_R_speed,m_R_straight,m_Rrate_corner,m_Rrate_antihunt,Q_ey_eff,Q_epsi_eff,Q_r_eff,R_steer_eff,Rrate_steer_eff,R_a_accel_eff,R_a_brake_eff
41.2499,19.0080,42.7283,-2.07243,6.997,7.448,-10.302,0.1473,-12.569,-0.5798,-0.179796,0.0000,0,0,,0.0296,,,0.480,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
41.3012,18.8781,42.5325,-2.09761,7.062,7.430,-7.049,0.1581,-10.959,-0.8786,-0.123024,0.0000,0,0,,0.0359,,,0.458,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
41.3500,18.6547,42.2126,-2.13728,7.074,7.415,-10.428,0.1379,-12.679,-0.5636,-0.182005,0.0000,0,0,,0.0290,,,0.443,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
41.4003,18.5127,42.0276,-2.16016,7.007,7.415,-7.344,0.1581,-10.950,-0.8269,-0.128178,0.0000,0,0,,0.0362,,,0.479,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
41.4502,18.2735,41.7260,-2.19875,7.027,7.408,-10.478,0.1601,-12.218,-0.5033,-0.182871,0.0000,0,0,,0.0306,,,0.390,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
41.5002,18.1196,41.5480,-2.22304,7.073,7.413,-6.704,0.1665,-10.551,-0.8776,-0.117005,0.0000,0,0,,0.0365,,,0.412,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
41.5500,17.8546,41.2553,-2.26240,7.066,7.434,-9.808,0.1574,-11.882,-0.5571,-0.171178,0.0000,0,0,,0.0299,,,0.523,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
41.6002,17.6916,41.0902,-2.28495,6.972,7.434,-7.465,0.1599,-10.322,-0.6992,-0.130297,0.0000,0,0,,0.0353,,,0.504,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
41.6498,17.3909,40.7936,-2.32721,6.962,7.475,-9.679,0.1494,-11.310,-0.4723,-0.168929,0.0000,0,0,,0.0337,,,0.518,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
41.7002,17.2180,40.6374,-2.35085,7.004,7.475,-6.033,0.1483,-9.841,-0.8499,-0.105290,0.0000,0,0,,0.0368,,,0.397,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
41.7496,16.9286,40.3914,-2.38802,6.988,7.540,-8.949,0.1317,-10.986,-0.5202,-0.156197,0.0000,0,0,,0.0311,,,0.535,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
41.7994,16.7461,40.2502,-2.41093,6.932,7.629,-5.684,0.1283,-9.318,-0.7961,-0.099203,0.0000,0,0,,0.0369,,,0.475,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
41.8494,16.4271,40.0042,-2.44996,6.973,7.741,-8.627,0.1365,-10.564,-0.5092,-0.150577,0.0000,0,0,,0.0322,,,0.436,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
41.8999,16.0792,39.7598,-2.49032,6.998,7.876,-7.641,0.1379,-10.172,-0.6141,-0.133358,0.0000,0,0,,0.0372,,,0.616,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
41.9494,15.9174,39.6504,-2.50840,7.077,7.876,-6.972,0.1439,-8.901,-0.5148,-0.121680,0.0000,0,0,,0.0362,,,0.398,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
41.9993,15.5409,39.4210,-2.54714,7.120,8.030,-8.387,0.0464,-11.134,-0.5365,-0.146379,0.0000,0,0,,0.0303,,,0.388,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
42.0494,15.3345,39.3048,-2.56809,7.115,8.030,-5.984,0.0858,-9.333,-0.6902,-0.104434,0.0000,0,0,,0.0361,,,0.355,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
42.0996,14.9556,39.1020,-2.60751,7.226,8.204,-6.937,0.0898,-9.003,-0.4696,-0.121081,0.0000,0,0,,0.0294,,,0.559,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
42.1495,14.7358,38.9952,-2.63053,7.342,8.398,-4.305,0.0913,-7.488,-0.6650,-0.075131,0.0000,0,0,,0.0372,,,0.439,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
42.1995,14.3214,38.8026,-2.67107,7.478,8.612,-4.777,0.0719,-7.377,-0.5386,-0.083378,0.0000,0,0,,0.0362,,,0.442,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
42.2499,14.0906,38.7057,-2.69220,7.520,8.612,-2.215,0.0652,-6.126,-0.7592,-0.038655,0.0000,0,0,,0.0394,,,0.473,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
42.2996,13.6947,38.5406,-2.72552,7.689,8.845,-4.451,0.0505,-6.361,-0.3914,-0.077686,0.0000,0,0,,0.0347,,,0.489,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
42.3497,13.4517,38.4475,-2.74447,7.814,9.098,-3.200,0.0425,-6.535,-0.6302,-0.055855,0.0000,0,0,,0.0378,,,0.505,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
42.3995,12.9809,38.2674,-2.77358,8.026,9.366,-3.665,0.0674,-5.904,-0.4655,-0.063959,0.0000,0,0,,0.0378,,,0.443,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
42.4496,12.5315,38.1155,-2.79746,8.189,9.646,-4.838,0.0795,-6.090,-0.3050,-0.084440,0.0000,0,0,,0.0338,,,0.468,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
42.4996,12.2681,38.0314,-2.81007,8.303,9.935,-5.085,0.0839,-6.746,-0.3802,-0.088748,0.0000,0,0,,0.0388,,,0.590,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
42.5494,11.7943,37.8906,-2.83260,8.544,10.231,-5.277,0.1008,-6.233,-0.2725,-0.092104,0.0000,0,0,,0.0380,,,0.474,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
42.5996,11.2293,37.7441,-2.86063,8.830,10.530,-3.123,0.1004,-5.644,-0.5421,-0.054510,0.0000,0,0,,0.0396,,,0.565,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
42.6498,10.9963,37.6886,-2.87291,8.979,10.829,-3.842,0.1008,-5.339,-0.3624,-0.067049,0.0000,0,0,,0.0408,,,0.504,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
42.6993,10.3985,37.5562,-2.90442,9.371,11.126,-2.272,0.0904,-4.916,-0.5487,-0.039656,0.0000,0,0,,0.0374,,,0.351,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
42.7496,10.1375,37.5011,-2.91686,9.546,11.126,-3.750,0.0884,-5.385,-0.3692,-0.065453,0.0000,0,0,,0.0413,,,0.462,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
42.7995,9.4924,37.3820,-2.94596,9.948,11.699,-1.558,0.0835,-4.237,-0.5439,-0.027186,0.0000,0,0,,0.0394,,,0.375,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
42.8495,8.8864,37.2831,-2.97085,10.323,11.975,-1.887,0.0801,-3.971,-0.4344,-0.032938,0.0000,0,0,,0.0426,,,0.527,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
42.8995,8.5542,37.2369,-2.98430,10.498,12.245,-1.684,0.0770,-4.247,-0.5143,-0.029392,0.0000,0,0,,0.0412,,,0.509,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
42.9495,7.9204,37.1514,-3.00660,10.840,12.509,-1.884,0.0746,-3.514,-0.3474,-0.032887,0.0000,0,0,,0.0397,,,0.404,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
42.9995,7.5555,37.1080,-3.01794,11.028,12.767,-1.617,0.0822,-3.785,-0.4467,-0.028216,0.0000,0,0,,0.0391,,,0.478,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
43.0501,6.8974,37.0384,-3.03626,11.357,13.021,-2.004,0.0915,-3.238,-0.2893,-0.034977,0.0000,0,0,,0.0362,,,0.496,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
43.0999,6.5146,37.0039,-3.04605,11.536,13.269,-1.768,0.0918,-3.411,-0.3600,-0.030854,0.0000,0,0,,0.0400,,,0.556,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
43.1497,5.8045,36.9484,-3.06283,11.850,13.752,-1.628,0.0964,-2.874,-0.2925,-0.028419,0.0000,0,0,,0.0381,,,0.528,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
43.1994,5.0889,36.9055,-3.07896,12.150,13.987,-1.884,0.0948,-2.605,-0.1979,-0.032890,0.0000,0,0,,0.0414,,,0.478,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
43.2496,4.6790,36.8859,-3.08790,12.318,14.219,-1.320,0.0892,-2.662,-0.3011,-0.023044,0.0000,0,0,,0.0412,,,0.471,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
43.2996,3.9510,36.8594,-3.10329,12.607,14.671,-1.301,0.0836,-2.121,-0.2045,-0.022703,0.0000,0,0,,0.0413,,,0.452,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
43.3494,3.5253,36.8495,-3.11223,12.780,14.891,-0.697,0.0726,-1.993,-0.2790,-0.012162,0.0000,0,0,,0.0403,,,0.411,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
43.3994,2.7131,36.8374,-3.12798,13.115,15.109,-0.520,0.0611,-1.464,-0.2081,-0.009074,0.0000,0,0,,0.0358,,,0.474,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
43.4502,2.2703,36.8357,-3.13590,13.288,15.323,0.065,0.0503,-1.215,-0.2587,0.001132,0.0000,0,0,,0.0435,,,0.765,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
43.4995,1.4799,36.8370,3.13518,13.615,15.743,-0.047,0.0394,-0.763,-0.1520,-0.000813,0.0000,0,0,,0.0363,,,0.488,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
43.5500,0.5934,36.8456,3.12511,13.967,16.152,0.383,0.0290,-0.351,-0.1475,0.006692,0.0000,0,0,,0.0430,,,0.659,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
43.5996,0.1834,36.8510,3.12188,14.120,16.318,0.208,0.0215,-0.255,-0.0951,0.003637,0.0000,0,0,,0.0404,,,0.537,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
43.6499,-0.7311,36.8685,3.11699,14.452,16.533,0.325,0.0113,-0.031,-0.0694,0.005674,0.0000,0,0,,0.0412,,,0.494,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
43.6995,-1.1576,36.8772,3.11578,14.604,16.582,0.173,0.0063,0.011,-0.0324,0.003022,0.0000,0,0,,0.0414,,,0.380,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
43.7493,-2.0943,36.8988,3.11501,14.915,16.567,0.017,0.0044,0.014,-0.0033,0.000293,0.0000,0,0,,0.0381,,,0.340,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
43.7999,-3.0183,36.9203,3.11569,15.178,16.399,-0.120,0.0054,-0.022,0.0138,-0.002094,0.0000,0,0,,0.0424,,,0.744,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
43.8495,-3.9467,36.9426,3.11637,15.389,16.114,-0.094,0.0050,-0.016,0.0107,-0.001644,0.0000,0,0,,0.0421,,,0.453,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
43.8994,-4.3519,36.9526,3.11647,15.461,15.969,-0.020,0.0027,0.012,0.0040,-0.000351,0.0000,0,0,,0.0425,,,0.420,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
43.9493,-5.2790,36.9765,3.11646,15.598,15.675,0.167,-0.0073,0.136,-0.0010,0.002910,0.0000,0,0,,0.0427,,,0.335,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
43.9997,-6.2122,37.0007,3.11635,15.637,15.375,0.312,-0.0158,0.247,-0.0020,0.005449,0.0000,0,0,,0.0437,,,0.548,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
44.0496,-6.6103,37.0109,3.11630,15.618,15.223,0.449,-0.0203,0.368,-0.0020,0.007842,0.0000,0,0,,0.0413,,,0.480,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
44.0992,-7.5456,37.0334,3.11667,15.510,14.914,0.487,-0.0269,0.450,0.0099,0.008495,0.0000,0,0,,0.0428,,,0.346,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
44.1494,-8.3930,37.0519,3.11784,15.318,14.757,0.548,-0.0303,0.551,0.0192,0.009560,0.0000,0,0,,0.0433,,,0.395,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
44.1998,-8.8980,37.0617,3.11908,15.161,14.598,0.484,-0.0307,0.628,0.0442,0.008448,0.0000,0,0,,0.0442,,,0.431,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
44.2495,-9.8119,37.0777,3.12210,14.803,14.276,0.614,-0.0517,0.779,0.0616,0.010709,0.0000,0,0,,0.0430,,,0.426,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
44.2993,-10.6210,37.0907,3.12467,14.416,13.946,0.939,-0.0668,0.849,0.0276,0.016394,0.0000,0,0,,0.0432,,,0.447,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
44.3498,-11.0931,37.0975,3.12526,14.171,13.779,1.438,-0.0885,1.222,0.0207,0.025094,0.0000,0,0,,0.0414,,,0.526,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
44.3997,-11.4880,37.1026,3.12564,13.978,13.609,1.745,-0.1019,1.436,0.0141,0.030458,0.0000,0,0,,0.0380,,,0.469,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
44.4495,-12.3115,37.1103,3.12712,13.563,13.264,1.640,-0.1175,1.346,0.0293,0.028629,0.0000,0,0,,0.0404,,,0.449,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
44.4995,-13.1798,37.1118,3.13116,13.136,12.909,1.348,-0.1180,1.281,0.0718,0.023527,0.0000,0,0,,0.0417,,,0.501,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
44.5496,-13.6112,37.1098,3.13452,12.943,12.727,1.183,-0.1097,1.444,0.1242,0.020650,0.0000,0,0,,0.0423,,,0.480,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
44.6000,-14.3780,37.1035,-3.14130,12.622,12.543,0.962,-0.1034,1.224,0.1216,0.016789,0.0000,0,0,,0.0433,,,0.606,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
44.6499,-14.7930,37.0984,-3.13681,12.452,12.356,0.343,-0.0651,0.913,0.1479,0.005985,0.0000,0,0,,0.0379,,,0.514,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
44.6999,-15.1657,37.0928,-3.13271,12.297,12.166,0.333,-0.0369,0.758,0.1018,0.005816,0.0000,0,0,,0.0430,,,0.588,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
44.7498,-15.9703,37.0771,-3.12414,11.997,11.777,-0.008,-0.0096,0.727,0.1358,-0.000147,0.0000,0,0,,0.0402,,,0.540,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
44.7997,-16.3394,37.0694,-3.12089,11.867,11.777,0.286,-0.0022,0.735,0.0801,0.004985,0.0000,0,0,,0.0407,,,0.444,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
44.8505,-17.1185,37.0515,-3.11604,11.631,11.374,0.858,0.0019,1.248,0.0666,0.014974,0.0000,0,0,,0.0394,,,0.694,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
44.8995,-17.4610,37.0433,-3.11483,11.509,11.169,1.185,0.0025,1.387,0.0333,0.020679,0.0000,0,0,,0.0414,,,0.437,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
44.9495,-18.2142,37.0199,-3.11223,11.242,10.961,1.883,-0.0012,2.187,0.0541,0.032862,0.0000,0,0,,0.0435,,,0.456,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
44.9996,-18.8826,36.9936,-3.10831,10.975,10.535,1.824,-0.0056,2.230,0.0755,0.031840,0.0000,0,0,,0.0430,,,0.545,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
45.0495,-19.2210,36.9785,-3.10562,10.837,10.316,2.037,0.0079,2.715,0.1117,0.035551,0.0000,0,0,,0.0431,,,0.496,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
45.0994,-19.8316,36.9457,-3.09847,10.591,10.091,1.742,0.0143,2.610,0.1391,0.030411,0.0000,0,0,,0.0443,,,0.440,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
45.1499,-20.1708,36.9251,-3.09345,10.423,9.861,1.995,0.0180,3.139,0.1838,0.034825,0.0000,0,0,,0.0434,,,0.545,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
45.1995,-20.7869,36.8830,-3.08300,10.091,9.625,2.085,0.0146,3.113,0.1662,0.036389,0.0000,0,0,,0.0365,,,0.410,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
45.2500,-21.1165,36.8580,-3.07703,9.915,9.383,2.715,0.0159,4.092,0.2258,0.047392,0.0000,0,0,,0.0436,,,0.505,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
45.2996,-21.6933,36.8085,-3.06560,9.606,9.133,2.870,0.0076,3.995,0.1892,0.050089,0.0000,0,0,,0.0375,,,0.514,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
45.3500,-22.0061,36.7783,-3.05887,9.428,8.874,3.622,0.0121,5.009,0.2304,0.063210,0.0000,0,0,,0.0434,,,0.479,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
45.3995,-22.5778,36.7142,-3.04447,9.118,8.610,3.437,0.0082,4.797,0.2293,0.059982,0.0000,0,0,,0.0382,,,0.447,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
45.4500,-23.1173,36.6430,-3.02809,8.814,8.348,3.724,0.0254,5.207,0.2329,0.064999,0.0000,0,0,,0.0443,,,0.662,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
45.4994,-23.4024,36.6000,-3.01787,8.646,8.095,4.191,0.0473,6.143,0.2917,0.073140,0.0000,0,0,,0.0407,,,0.482,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
45.5496,-23.9236,36.5139,-2.99742,8.331,7.862,4.132,0.0469,6.108,0.2947,0.072116,0.0000,0,0,,0.0425,,,0.501,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
45.5995,-24.4458,36.4136,-2.97441,8.010,7.658,3.475,0.0487,6.367,0.4506,0.060653,0.0000,0,0,,0.0441,,,0.575,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
45.6496,-24.6468,36.3711,-2.96477,7.882,7.658,3.387,0.0368,5.284,0.2896,0.059112,0.0000,0,0,,0.0410,,,0.459,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
45.6996,-25.1436,36.2580,-2.93980,7.571,7.361,3.904,0.0341,6.839,0.4724,0.068143,0.0000,0,0,,0.0444,,,0.645,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
45.7500,-25.3320,36.2124,-2.93033,7.450,7.361,4.250,0.0170,6.013,0.2877,0.074170,0.0000,0,0,,0.0442,,,0.514,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
45.8003,-25.7958,36.0917,-2.90751,7.203,7.275,5.582,0.0035,8.185,0.4500,0.097429,0.0000,0,0,,0.0440,,,0.490,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
45.8503,-26.1901,35.9773,-2.88705,7.052,7.231,7.428,-0.0120,9.507,0.3778,0.129647,0.0000,0,0,,0.0442,,,0.435,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
45.8999,-26.3988,35.9128,-2.87518,7.022,7.231,6.082,-0.0531,8.389,0.4688,0.106149,0.0000,0,0,,0.0431,,,0.456,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
45.9498,-26.7836,35.7791,-2.84931,6.926,7.227,8.258,-0.0700,10.694,0.5135,0.144124,0.0000,0,0,,0.0429,,,0.357,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
46.0010,-26.9807,35.7029,-2.83393,6.830,7.255,6.241,-0.0893,9.406,0.6664,0.108920,0.0000,0,0,,0.0432,,,0.603,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
46.0502,-27.3351,35.5609,-2.80434,6.750,7.309,9.291,-0.0937,11.447,0.4972,0.162165,0.0000,0,0,,0.0420,,,0.387,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
46.0996,-27.5427,35.4702,-2.78388,6.786,7.309,5.618,-0.1065,9.729,0.8544,0.098046,0.0000,0,0,,0.0410,,,0.469,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
46.1503,-27.8931,35.3090,-2.74972,6.734,7.378,8.175,-0.1041,11.703,0.7504,0.142676,0.0000,0,0,,0.0437,,,0.539,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
46.1998,-28.0573,35.2270,-2.73408,6.644,7.378,7.821,-0.1199,10.146,0.5626,0.136510,0.0000,0,0,,0.0425,,,0.549,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
46.2507,-28.4200,35.0399,-2.70033,6.642,7.452,8.747,-0.1241,11.606,0.6613,0.152655,0.0000,0,0,,0.0449,,,0.376,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
46.2991,-28.7269,34.8655,-2.67062,6.680,7.524,11.029,-0.1275,12.490,0.4210,0.192491,0.0000,0,0,,0.0420,,,0.363,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
46.3504,-28.9197,34.7465,-2.65007,6.789,7.588,7.101,-0.1409,10.637,0.7980,0.123936,0.0000,0,0,,0.0453,,,0.467,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
46.4002,-29.2511,34.5235,-2.61189,6.851,7.588,8.297,-0.1287,12.273,0.8579,0.144802,0.0000,0,0,,0.0446,,,0.456,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
46.4512,-29.3961,34.4178,-2.59316,6.837,7.645,7.834,-0.1340,10.881,0.7029,0.136726,0.0000,0,0,,0.0454,,,0.720,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
46.5009,-29.7316,34.1680,-2.55051,7.032,7.691,7.457,-0.1228,11.938,0.9350,0.130149,0.0000,0,0,,0.0432,,,0.440,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
46.5506,-29.8704,34.0582,-2.53240,7.127,7.691,8.304,-0.1323,10.606,0.5646,0.144924,0.0000,0,0,,0.0436,,,0.479,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
46.6003,-30.1985,33.7818,-2.48908,7.217,7.728,7.808,-0.1405,12.017,0.9056,0.136280,0.0000,0,0,,0.0427,,,0.513,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
46.6503,-30.5195,33.4868,-2.44509,7.256,7.755,7.577,-0.1431,11.890,0.9260,0.132246,0.0000,0,0,,0.0435,,,0.557,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
46.7008,-30.6575,33.3511,-2.42543,7.225,7.755,7.132,-0.0563,11.030,0.7488,0.124469,0.0000,0,0,,0.0444,,,0.581,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
46.7509,-30.9572,33.0381,-2.38136,7.262,7.777,8.956,0.0238,14.332,0.9095,0.156311,0.0000,0,0,,0.0437,,,0.554,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
46.8005,-31.0879,32.8942,-2.36118,7.302,7.798,8.319,-0.0666,12.410,0.7943,0.145188,0.0000,0,0,,0.0437,,,0.632,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
46.8493,-31.3647,32.5661,-2.31786,7.320,7.826,7.635,-0.1059,11.818,0.8573,0.133254,0.0000,0,0,,0.0425,,,0.393,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
46.8995,-31.6414,32.2021,-2.26998,7.320,7.866,5.891,-0.1097,10.564,0.9474,0.102818,0.0000,0,0,,0.0452,,,0.491,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
46.9496,-31.7586,32.0377,-2.24910,7.264,7.866,5.336,-0.1182,9.194,0.8164,0.093131,0.0000,0,0,,0.0454,,,0.487,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
46.9996,-31.9972,31.6806,-2.20499,7.296,7.923,4.514,-0.0974,9.045,0.9082,0.078789,0.0000,0,0,,0.0437,,,0.534,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
47.0500,-32.2093,31.3473,-2.16694,7.339,7.998,5.958,-0.0845,8.414,0.5300,0.103988,0.0000,0,0,,0.0449,,,0.590,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
47.0995,-32.3364,31.1357,-2.14410,7.401,7.998,2.817,-0.0850,6.848,0.8046,0.049167,0.0000,0,0,,0.0440,,,0.426,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
47.1494,-32.5603,30.7381,-2.10696,7.417,8.098,4.186,-0.0709,7.448,0.6534,0.073062,0.0000,0,0,,0.0453,,,0.347,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
47.1998,-32.6673,30.5309,-2.08969,7.376,8.224,2.967,-0.0736,6.314,0.6720,0.051788,0.0000,0,0,,0.0450,,,0.535,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
47.2497,-32.8707,30.1391,-2.06082,7.485,8.378,5.347,-0.0901,7.561,0.4926,0.093318,0.0000,0,0,,0.0415,,,0.551,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
47.2993,-33.0725,29.7181,-2.03361,7.540,8.560,7.423,-0.0130,9.197,0.3248,0.129559,0.0000,0,0,,0.0428,,,0.396,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
47.3493,-33.1793,29.4869,-2.01893,7.638,8.560,6.239,-0.0682,9.119,0.5816,0.108895,0.0000,0,0,,0.0446,,,0.368,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
47.3996,-33.3375,29.1136,-1.99785,7.707,8.770,7.118,-0.1059,8.334,0.3338,0.124232,0.0000,0,0,,0.0450,,,0.433,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
