# fsae control log — tag=stanley
# t0_epoch_s=1786481627.9241  (t column is seconds since this instant)
# frame=global ENU (x east, y north, yaw right-handed, 0=+x); e_y/e_psi are front-axle Frenet errors vs the path, +ve = left/CCW
# score: fsae_control.scoring, verbatim copy of fsae_MPCTest/sim/scoring.py — lower is better
# score_is_partial=0  (1 = time_bonus/offtrack unavailable live; weighted-metric component is still directly comparable to an offline score)
# lap_time_s=53.0998
# optimal_time_s=45.4600  (ds/v_target integral over the precomputed speed profile, scaled by progress -- see LapProgressTracker)
# composite_score=0.302614
# n_steps=1206
# rmse=0.138014
# peak_lateral_error_m=0.410403
# speed_rmse_mps=2.504506
# yaw_rms_radps=0.437304
# max_yaw_rate_radps=1.535486
# control_smooth_rms=0.034204
# jerk_rms=0.057833
# steer_rms=0.118301
# accel_rms_mps2=0.000000
# max_steering_rad=0.436332
# max_accel_mps2=0.000000
# steering_sat_ratio=0.003317
# steering_reversal_rms=0.002916
# steering_reversal_rate=0.003317
# steering_reversals=4
# inaccurate_count=0
t,car_x,car_y,car_yaw,v_actual,v_desired,steer_deg,e_y,e_psi_deg,yaw_rate,delta_cmd,a_cmd,solver_failed,inaccurate,pose_age_s,path_age_s,n_delay,solve_ms,cmd_latency_ms,kappa,kappa_max_abs,corner_demand,demand_frac,alat_ceiling,uturn_severity,last_peak_kappa,dist_since_peak,m_Q_ey_approach,m_Q_ey_straight,m_Q_ey_uturn,m_Q_ey_soften,m_Q_epsi_approach,m_Q_epsi_exit,m_Q_epsi_straight,m_Q_epsi_uturn,m_Q_r_relax,m_Q_r_straight,m_Q_r_uturn,m_R_speed,m_R_straight,m_Rrate_corner,m_Rrate_antihunt,Q_ey_eff,Q_epsi_eff,Q_r_eff,R_steer_eff,Rrate_steer_eff,R_a_accel_eff,R_a_brake_eff
10.3493,45.4222,69.9999,1.83550,11.202,10.872,2.548,-0.0750,3.786,0.2775,0.044479,0.0000,0,0,,0.0376,,,0.346,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10.3996,45.2343,70.6262,1.85084,10.952,10.446,2.825,-0.0792,4.284,0.3209,0.049297,0.0000,0,0,,0.0402,,,0.561,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10.4497,45.1435,70.9154,1.85889,10.824,10.446,3.696,-0.0740,5.154,0.3170,0.064500,0.0000,0,0,,0.0392,,,0.442,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10.4997,44.9490,71.5082,1.87678,10.555,9.993,3.226,-0.0808,4.807,0.3460,0.056298,0.0000,0,0,,0.0391,,,0.505,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10.5495,44.7542,72.0636,1.89563,10.246,9.761,4.011,-0.0794,5.082,0.2575,0.070007,0.0000,0,0,,0.0406,,,0.438,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10.5999,44.6364,72.3783,1.90776,10.074,9.531,3.501,-0.0679,5.688,0.4430,0.061102,0.0000,0,0,,0.0385,,,0.733,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10.6498,44.4344,72.8932,1.92920,9.792,9.306,3.367,-0.0221,5.020,0.3089,0.058769,0.0000,0,0,,0.0313,,,0.450,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10.6999,44.2001,73.4471,1.95514,9.443,9.089,1.923,0.0124,4.625,0.4596,0.033558,0.0000,0,0,,0.0408,,,0.638,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10.7496,44.0997,73.6744,1.96617,9.296,8.885,3.806,0.0351,5.913,0.3335,0.066431,0.0000,0,0,,0.0392,,,0.390,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10.7997,43.8732,74.1636,1.99037,8.989,8.697,2.554,0.0439,5.124,0.4044,0.044582,0.0000,0,0,,0.0407,,,0.541,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10.8496,43.6434,74.6354,2.01269,8.711,8.526,2.864,0.0494,5.795,0.4608,0.049982,0.0000,0,0,,0.0402,,,0.515,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10.8992,43.4364,75.0347,2.03241,8.484,8.373,4.691,0.0539,6.552,0.2680,0.081868,0.0000,0,0,,0.0419,,,0.494,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10.9496,43.3054,75.2807,2.04387,8.359,8.237,4.762,0.0574,7.589,0.4322,0.083108,0.0000,0,0,,0.0415,,,0.531,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10.9996,43.0979,75.6555,2.06129,8.174,8.114,5.830,0.0457,7.560,0.2521,0.101755,0.0000,0,0,,0.0367,,,0.456,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11.0496,42.8486,76.0699,2.08381,7.993,7.998,5.482,0.0410,8.122,0.4152,0.095671,0.0000,0,0,,0.0414,,,0.422,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11.0995,42.5986,76.4573,2.10947,7.850,7.887,4.969,0.0352,8.337,0.5481,0.086726,0.0000,0,0,,0.0424,,,0.515,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11.1493,42.4778,76.6347,2.12321,7.765,7.887,3.796,0.0249,6.909,0.5149,0.066251,0.0000,0,0,,0.0431,,,0.383,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11.1995,42.2112,77.0119,2.15437,7.647,7.777,5.366,0.0288,9.038,0.6075,0.093659,0.0000,0,0,,0.0416,,,0.399,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11.2494,41.9631,77.3483,2.18288,7.564,7.663,7.577,0.0248,9.997,0.3936,0.132236,0.0000,0,0,,0.0427,,,0.411,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11.2996,41.8106,77.5476,2.19909,7.522,7.544,7.603,0.0231,11.222,0.6045,0.132701,0.0000,0,0,,0.0442,,,0.437,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11.3496,41.5611,77.8536,2.22526,7.432,7.544,8.695,0.0109,10.942,0.3793,0.151758,0.0000,0,0,,0.0342,,,0.513,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11.4001,41.2435,78.2053,2.26022,7.310,7.418,7.710,0.0164,11.226,0.5938,0.134566,0.0000,0,0,,0.0419,,,0.623,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11.4493,41.0923,78.3624,2.27770,7.219,7.285,6.370,0.0018,9.342,0.5165,0.111174,0.0000,0,0,,0.0391,,,0.375,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11.4993,40.7699,78.6767,2.31804,7.118,7.150,7.799,0.0110,11.746,0.6752,0.136122,0.0000,0,0,,0.0418,,,0.456,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11.5498,40.4518,78.9682,2.35785,7.012,7.015,8.016,0.0098,12.390,0.7511,0.139907,0.0000,0,0,,0.0412,,,0.655,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11.5996,40.3063,79.0967,2.37639,7.037,7.015,6.111,-0.0181,9.868,0.6783,0.106654,0.0000,0,0,,0.0425,,,0.593,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11.6497,39.9803,79.3614,2.41583,6.906,6.887,8.057,-0.0211,12.427,0.7894,0.140620,0.0000,0,0,,0.0435,,,0.449,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11.6997,39.6773,79.5903,2.45191,6.797,6.773,10.587,-0.0294,13.467,0.5402,0.184785,0.0000,0,0,,0.0424,,,0.473,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11.7496,39.4970,79.7208,2.47101,6.675,6.773,7.494,-0.0575,11.183,0.7189,0.130788,0.0000,0,0,,0.0421,,,0.433,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11.7993,39.1952,79.9230,2.50477,6.575,6.684,12.049,-0.0596,14.274,0.4671,0.210288,0.0000,0,0,,0.0393,,,0.341,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11.8499,39.0077,80.0362,2.52722,6.562,6.628,8.234,-0.0731,11.880,0.7330,0.143713,0.0000,0,0,,0.0444,,,0.533,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11.8994,38.6890,80.2225,2.56425,6.482,6.609,12.506,-0.0701,14.837,0.5005,0.218268,0.0000,0,0,,0.0394,,,0.442,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11.9496,38.3499,80.3999,2.60420,6.369,6.609,11.658,-0.0732,15.143,0.7076,0.203471,0.0000,0,0,,0.0430,,,0.425,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11.9994,38.0092,80.5602,2.64526,6.272,6.633,11.078,-0.0753,15.499,0.8751,0.193343,0.0000,0,0,,0.0432,,,0.447,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12.0493,37.8548,80.6251,2.66393,6.149,6.700,9.507,-0.0974,12.700,0.6935,0.165930,0.0000,0,0,,0.0423,,,0.355,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12.0996,37.5097,80.7528,2.70882,6.050,6.700,11.536,-0.0784,15.237,0.7572,0.201348,0.0000,0,0,,0.0426,,,0.550,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12.1496,37.1718,80.8642,2.75589,6.010,6.814,12.270,-0.0704,15.172,0.6069,0.214144,0.0000,0,0,,0.0440,,,0.524,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12.1996,36.9806,80.9206,2.78288,6.060,6.973,12.736,-0.0219,17.783,0.9120,0.222284,0.0000,0,0,,0.0402,,,0.425,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12.2496,36.6381,81.0055,2.82926,6.015,6.973,12.102,-0.0894,15.192,0.6668,0.211215,0.0000,0,0,,0.0412,,,0.436,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12.3002,36.4437,81.0431,2.85525,5.931,7.176,8.596,-0.1245,12.484,0.8582,0.150021,0.0000,0,0,,0.0424,,,0.757,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12.3494,36.1055,81.0957,2.90391,5.982,7.418,9.591,-0.1041,12.365,0.6332,0.167399,0.0000,0,0,,0.0387,,,0.346,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12.3998,35.7186,81.1395,2.95853,6.223,7.418,5.228,-0.0781,10.160,0.9689,0.091252,0.0000,0,0,,0.0429,,,0.548,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12.4496,35.3424,81.1679,3.00703,6.453,7.694,3.680,-0.0335,9.114,0.9935,0.064226,0.0000,0,0,,0.0418,,,0.392,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12.4996,35.1653,81.1747,3.02913,6.588,7.992,2.534,-0.0244,6.969,0.8062,0.044226,0.0000,0,0,,0.0415,,,0.475,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12.5496,34.7517,81.1948,3.07197,6.884,8.306,2.698,0.0057,7.363,0.8069,0.047088,0.0000,0,0,,0.0391,,,0.501,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12.5995,34.5604,81.2010,3.08841,6.992,8.306,2.417,0.0002,5.895,0.6067,0.042178,0.0000,0,0,,0.0413,,,0.500,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12.6496,34.1247,81.2089,3.11848,7.266,8.572,3.905,0.0030,6.977,0.5325,0.068153,0.0000,0,0,,0.0421,,,0.374,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12.6996,33.7071,81.2046,-3.14152,7.529,8.781,6.119,-0.0082,7.811,0.3049,0.106799,0.0000,0,0,,0.0412,,,0.508,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12.7501,33.4505,81.1977,-3.12945,7.696,8.781,6.620,-0.0230,9.003,0.4422,0.115549,0.0000,0,0,,0.0418,,,0.476,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12.7994,33.0239,81.1739,-3.10923,7.906,8.931,8.874,-0.0305,10.359,0.2934,0.154878,0.0000,0,0,,0.0361,,,0.372,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12.8504,32.4998,81.1219,-3.08009,8.107,9.037,7.364,-0.0610,10.083,0.5415,0.128521,0.0000,0,0,,0.0410,,,0.487,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12.8997,32.2738,81.0936,-3.06562,8.184,9.037,6.392,-0.0770,8.317,0.4198,0.111558,0.0000,0,0,,0.0394,,,0.657,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12.9495,31.7567,81.0094,-3.02756,8.313,8.986,5.021,-0.0491,8.639,0.6842,0.087635,0.0000,0,0,,0.0367,,,0.447,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12.9994,31.2482,80.9092,-2.98595,8.498,8.861,4.102,-0.0161,8.072,0.7098,0.071595,0.0000,0,0,,0.0371,,,0.481,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
13.0497,30.9755,80.8478,-2.96391,8.571,8.663,4.737,0.0032,9.058,0.7506,0.082684,0.0000,0,0,,0.0385,,,0.509,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
13.0995,30.4474,80.7207,-2.92321,8.686,8.393,3.745,0.0118,7.517,0.6461,0.065354,0.0000,0,0,,0.0393,,,0.515,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
13.1496,30.1792,80.6494,-2.90365,8.679,8.109,3.989,0.0233,7.848,0.6494,0.069617,0.0000,0,0,,0.0405,,,0.452,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
13.1995,29.6537,80.4932,-2.86772,8.612,7.816,2.866,0.0305,6.988,0.6877,0.050014,0.0000,0,0,,0.0392,,,0.346,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
13.2497,29.4300,80.4220,-2.85360,8.526,7.816,3.206,0.0237,6.293,0.5139,0.055947,0.0000,0,0,,0.0399,,,0.654,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
13.2997,28.9508,80.2584,-2.82436,8.253,7.523,4.708,0.0314,7.919,0.5265,0.082162,0.0000,0,0,,0.0374,,,0.507,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
13.3498,28.7346,80.1811,-2.81204,8.068,7.238,3.350,0.0214,5.911,0.4233,0.058468,0.0000,0,0,,0.0409,,,0.485,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
13.3997,28.2833,80.0086,-2.78871,7.628,6.971,8.424,0.0073,10.824,0.4104,0.147032,0.0000,0,0,,0.0378,,,0.581,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
13.4498,28.0806,79.9242,-2.77796,7.446,6.971,6.756,-0.0148,8.290,0.2852,0.117917,0.0000,0,0,,0.0409,,,0.588,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
13.4996,27.6447,79.7329,-2.75354,7.043,6.733,10.290,-0.0345,12.805,0.4819,0.179590,0.0000,0,0,,0.0399,,,0.362,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
13.5495,27.2845,79.5548,-2.72774,6.725,6.532,11.714,-0.0578,14.307,0.5273,0.204453,0.0000,0,0,,0.0404,,,0.487,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
13.5997,27.1180,79.4674,-2.71331,6.608,6.374,8.390,-0.0628,10.932,0.5263,0.146431,0.0000,0,0,,0.0399,,,0.435,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
13.6496,26.7791,79.2710,-2.67799,6.391,6.262,10.916,-0.0318,14.964,0.7496,0.190519,0.0000,0,0,,0.0360,,,0.451,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
13.6996,26.4827,79.0811,-2.64023,6.222,6.262,12.208,0.0043,15.529,0.5737,0.213072,0.0000,0,0,,0.0368,,,0.449,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
13.7497,26.3126,78.9668,-2.61959,6.140,6.197,5.855,0.0135,10.062,0.7152,0.102195,0.0000,0,0,,0.0359,,,0.510,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
13.7991,26.0128,78.7488,-2.57640,6.002,6.178,11.649,0.0740,15.232,0.5197,0.203307,0.0000,0,0,,0.0269,,,0.408,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
13.8498,25.8577,78.6259,-2.54904,5.924,6.178,4.348,0.0655,9.867,0.8687,0.075880,0.0000,0,0,,0.0378,,,0.467,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
13.8996,25.5850,78.4066,-2.50698,5.846,6.196,11.555,0.0864,15.424,0.5490,0.201679,0.0000,0,0,,0.0320,,,0.455,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
13.9493,25.4385,78.2804,-2.48662,5.792,6.196,6.031,0.0540,10.338,0.6722,0.105253,0.0000,0,0,,0.0372,,,0.453,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
13.9996,25.1800,78.0583,-2.45021,5.737,6.244,15.902,0.0564,18.680,0.4013,0.277535,0.0000,0,0,,0.0373,,,0.502,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
14.0501,25.0409,77.9293,-2.42884,5.682,6.244,7.742,0.0123,12.197,0.7592,0.135122,0.0000,0,0,,0.0374,,,0.586,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
14.0998,24.8137,77.7071,-2.39839,5.636,6.312,19.179,0.0133,21.921,0.4584,0.334738,0.0000,0,0,,0.0347,,,0.492,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
14.1496,24.6857,77.5707,-2.38346,5.607,6.391,13.112,-0.0478,15.399,0.4715,0.228855,0.0000,0,0,,0.0269,,,0.439,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
14.1998,24.4524,77.3091,-2.34950,5.580,6.391,22.025,-0.1284,22.725,0.3174,0.384406,0.0000,0,0,,0.0242,,,0.488,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
14.2496,24.3343,77.1662,-2.32820,5.556,6.476,16.352,-0.2051,18.220,0.6387,0.285404,0.0000,0,0,,0.0331,,,0.453,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
14.2997,24.1200,76.8789,-2.28816,5.543,6.562,22.195,-0.2317,23.175,0.5251,0.387368,0.0000,0,0,,0.0225,,,0.541,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
14.3497,24.0173,76.7243,-2.26629,5.563,6.562,18.950,-0.2794,20.357,0.6710,0.330747,0.0000,0,0,,0.0323,,,0.454,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
14.4001,23.9213,76.5692,-2.23932,5.589,6.562,18.379,-0.2954,20.542,0.8254,0.320775,0.0000,0,0,,0.0232,,,0.577,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
14.4498,23.7411,76.2405,-2.18083,5.698,6.649,21.250,-0.3592,23.921,1.0018,0.370888,0.0000,0,0,,0.0305,,,0.492,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
14.4998,23.6614,76.0737,-2.15038,5.754,6.649,19.576,-0.3840,21.067,0.8282,0.341662,0.0000,0,0,,0.0324,,,0.537,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
14.5552,23.5839,75.8956,-2.11420,5.881,6.736,18.120,-0.3869,20.583,0.9915,0.316261,0.0000,0,0,,0.0394,,,0.437,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
14.6047,23.4492,75.5245,-2.03847,5.942,6.824,17.694,-0.3537,21.111,1.1055,0.308825,0.0000,0,0,,0.0271,,,0.643,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
14.6516,23.3924,75.3323,-1.99916,6.003,6.824,14.971,-0.3452,17.295,0.8981,0.261288,0.0000,0,0,,0.0284,,,0.482,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
14.6997,23.3424,75.1365,-1.95636,6.052,6.912,10.932,-0.3105,15.815,1.2923,0.190794,0.0000,0,0,,0.0217,,,0.462,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
14.7499,23.2647,74.7352,-1.87095,6.175,6.912,10.572,-0.2201,14.760,1.0377,0.184508,0.0000,0,0,,0.0297,,,0.531,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
14.7998,23.2345,74.5282,-1.82982,6.266,6.999,6.160,-0.1870,11.852,1.2506,0.107516,0.0000,0,0,,0.0163,,,0.474,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
14.8504,23.2038,74.3225,-1.78827,6.315,6.999,4.801,-0.1528,10.526,1.2081,0.083790,0.0000,0,0,,0.0306,,,0.603,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
14.8998,23.1617,73.9002,-1.71227,6.364,7.085,3.718,-0.0748,9.685,1.1431,0.064887,0.0000,0,0,,0.0284,,,0.560,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
14.9500,23.1443,73.6863,-1.68022,6.430,7.166,2.795,-0.0597,7.450,0.8927,0.048787,0.0000,0,0,,0.0317,,,0.690,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
14.9997,23.1294,73.4703,-1.64772,6.489,7.166,2.785,-0.0407,6.746,0.7457,0.048613,0.0000,0,0,,0.0264,,,0.524,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
15.0499,23.1121,73.0323,-1.59498,6.584,7.240,3.879,-0.0073,7.352,0.6157,0.067697,0.0000,0,0,,0.0251,,,0.551,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
15.0998,23.1105,72.8107,-1.57459,6.644,7.303,2.568,-0.0093,5.831,0.5818,0.044813,0.0000,0,0,,0.0286,,,0.534,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
15.1520,23.1146,72.5876,-1.55356,6.688,7.303,2.489,-0.0055,5.788,0.5829,0.043442,0.0000,0,0,,0.0273,,,2.251,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
15.2006,23.1235,72.3630,-1.53836,6.740,7.353,4.253,-0.0096,6.024,0.3216,0.074226,0.0000,0,0,,0.0200,,,0.637,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
15.2499,23.1557,71.9110,-1.50920,6.820,7.389,6.261,-0.0078,8.037,0.3199,0.109283,0.0000,0,0,,0.0247,,,0.583,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
15.3000,23.1754,71.6836,-1.49410,6.846,7.389,4.875,-0.0173,6.698,0.3403,0.085077,0.0000,0,0,,0.0254,,,0.555,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
15.3500,23.2012,71.4562,-1.48369,6.863,7.410,6.100,-0.0359,7.371,0.2674,0.106472,0.0000,0,0,,0.0312,,,0.680,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
15.3998,23.2334,71.2291,-1.46855,6.876,7.410,5.747,-0.0459,7.590,0.3799,0.100296,0.0000,0,0,,0.0314,,,0.502,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
15.4500,23.3099,70.7730,-1.43904,6.951,7.415,7.692,-0.0573,9.778,0.4362,0.134252,0.0000,0,0,,0.0256,,,0.636,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
15.5016,23.3099,70.7730,-1.43904,6.951,7.415,7.526,-0.0759,9.479,0.4362,0.131362,0.0000,0,0,,0.0296,,,1.542,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
15.5501,23.4013,70.3168,-1.40717,6.982,7.407,8.637,-0.0828,10.027,0.3463,0.150749,0.0000,0,0,,0.0239,,,0.617,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
15.5997,23.4549,70.0902,-1.39211,6.983,7.390,7.655,-0.0981,9.081,0.3717,0.133604,0.0000,0,0,,0.0290,,,0.448,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
15.6498,23.5133,69.8643,-1.37176,6.995,7.390,7.213,-0.1022,9.334,0.4979,0.125899,0.0000,0,0,,0.0307,,,0.608,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
15.6994,23.5778,69.6399,-1.35418,6.999,7.370,8.444,-0.1073,9.565,0.3298,0.147376,0.0000,0,0,,0.0277,,,0.397,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
15.7498,23.6459,69.4163,-1.33132,7.005,7.370,6.750,-0.1051,9.465,0.6052,0.117812,0.0000,0,0,,0.0302,,,0.613,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
15.7994,23.7942,68.9733,-1.28844,6.997,7.354,8.673,-0.0931,10.783,0.4848,0.151365,0.0000,0,0,,0.0282,,,0.491,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
15.8497,23.8759,68.7551,-1.26857,6.985,7.347,7.151,-0.0995,9.528,0.5394,0.124808,0.0000,0,0,,0.0355,,,0.643,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
15.8997,23.9606,68.5381,-1.24418,6.981,7.347,6.238,-0.0979,9.400,0.6746,0.108867,0.0000,0,0,,0.0334,,,0.505,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
15.9499,24.0514,68.3243,-1.22393,6.963,7.354,7.697,-0.0996,9.415,0.4249,0.134341,0.0000,0,0,,0.0316,,,0.581,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
16.0002,24.2471,67.9041,-1.17849,6.951,7.379,7.870,-0.0806,10.637,0.5843,0.137362,0.0000,0,0,,0.0284,,,0.760,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
16.0493,24.3489,67.6963,-1.15366,6.936,7.379,6.676,-0.0830,8.879,0.4891,0.116519,0.0000,0,0,,0.0294,,,0.358,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
16.0994,24.4562,67.4921,-1.13359,6.917,7.427,6.375,-0.0859,8.797,0.5312,0.111262,0.0000,0,0,,0.0291,,,0.539,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
16.1496,24.5686,67.2912,-1.10924,6.898,7.427,5.307,-0.0810,8.526,0.6644,0.092616,0.0000,0,0,,0.0230,,,0.383,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
16.1991,24.8063,66.8973,-1.06436,6.893,7.501,6.077,-0.0590,9.342,0.6446,0.106060,0.0000,0,0,,0.0277,,,0.363,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
16.2496,24.9300,66.7033,-1.04490,6.898,7.603,5.669,-0.0655,8.075,0.5027,0.098946,0.0000,0,0,,0.0330,,,0.406,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
16.2995,25.0560,66.5109,-1.02161,6.897,7.603,5.468,-0.0642,7.939,0.5126,0.095426,0.0000,0,0,,0.0310,,,0.492,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
16.3494,25.1868,66.3213,-1.00346,6.903,7.733,5.424,-0.0675,7.995,0.5342,0.094664,0.0000,0,0,,0.0333,,,0.454,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
16.3995,25.4613,65.9494,-0.96418,6.947,7.888,6.664,-0.0547,9.023,0.4807,0.116307,0.0000,0,0,,0.0298,,,0.529,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
16.4497,25.6044,65.7659,-0.94304,6.976,7.888,4.545,-0.0572,7.669,0.6170,0.079323,0.0000,0,0,,0.0327,,,0.483,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
16.4996,25.7519,65.5840,-0.92654,7.020,8.068,6.104,-0.0637,7.733,0.3637,0.106536,0.0000,0,0,,0.0305,,,0.490,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
16.5502,25.9050,65.4051,-0.90608,7.060,8.068,4.676,-0.0661,7.692,0.6085,0.081608,0.0000,0,0,,0.0300,,,0.471,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
16.5994,26.2262,65.0473,-0.86893,7.267,8.271,7.000,-0.0613,8.998,0.4229,0.122177,0.0000,0,0,,0.0300,,,0.439,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
